,cik_str,ticker,Company
9804,1889450,FTIIW,Futuretech Ii Acquisition Corp.
9805,1816233,SHCRW,"Sharecare, Inc."
9806,1836875,NVVEW,Nuvve Holding Corp.
9807,1099219,MET-PF,Metlife Inc
9808,1750153,GOEVW,Canoo Inc.
9809,14272,CELG-RI,Bristol Myers Squibb Co
9810,1419554,BBLGW,Bone Biologics Corp
9811,1936804,SDAWW,Suncar Technology Group Inc.
9812,1955104,ZAPPW,Zapp Electric Vehicles Group Ltd
9813,1849635,DWACU,Digital World Acquisition Corp.
9814,1849635,DWACW,Digital World Acquisition Corp.
9815,1830081,RUMBW,Rumble Inc.
9816,1804176,BFLY-WT,"Butterfly Network, Inc."
9817,1836981,BBAI-WT,"Bigbear.Ai Holdings, Inc."
9818,1847075,SAITW,Sai.Tech Global Corp
9819,1822928,HLLY-WT,Holley Inc.
9820,1014763,AIMDW,"Ainos, Inc."
9821,1783036,NLSPW,Nls Pharmaceutics Ltd.
9822,1866782,CDROW,"Codere Online Luxembourg, S.A."
9823,109380,ZIONL,"Zions Bancorporation, National Association /Ut/"
9824,109380,ZIONO,"Zions Bancorporation, National Association /Ut/"
9825,109380,ZIONP,"Zions Bancorporation, National Association /Ut/"
9826,1935418,FMSTW,Foremost Lithium Resource & Technology Ltd.
9827,1823878,MYPSW,"Playstudios, Inc."
9828,1406234,BIPI,Brookfield Infrastructure Partners L.P.
9829,1406234,BIP-PA,Brookfield Infrastructure Partners L.P.
9830,1406234,BIP-PB,Brookfield Infrastructure Partners L.P.
9831,1844452,LUNRW,"Intuitive Machines, Inc."
9832,1853044,WWACU,Worldwide Webb Acquisition Corp.
9833,1853044,WWACW,Worldwide Webb Acquisition Corp.
9834,1635077,ACONW,"Aclarion, Inc."
9835,1482512,HPP-PC,"Hudson Pacific Properties, Inc."
9836,821130,UZD,United States Cellular Corp
9837,821130,UZE,United States Cellular Corp
9838,821130,UZF,United States Cellular Corp
9839,1729637,KARX,Karbon-X Corp.
9840,1852749,XFINU,Excelfin Acquisition Corp.
9841,1852749,XFINW,Excelfin Acquisition Corp.
9842,1873324,PEPLU,Pepperlime Health Acquisition Corp
9843,1873324,PEPLW,Pepperlime Health Acquisition Corp
9844,1860871,LGSTU,Semper Paratus Acquisition Corp
9845,1860871,LGSTW,Semper Paratus Acquisition Corp
9846,1495222,OXLCP,Oxford Lane Capital Corp.
9847,1495222,OXLCZ,Oxford Lane Capital Corp.
9848,1495222,OXLCN,Oxford Lane Capital Corp.
9849,1495222,OXLCL,Oxford Lane Capital Corp.
9850,92108,SOCGM,Southern California Gas Co
9851,1865045,FATPU,Fat Projects Acquisition Corp
9852,1865045,FATPW,Fat Projects Acquisition Corp
9853,1839586,DMXCF,District Metals Corp.
9854,921638,SSRGF,Ssr Mining Inc.
9855,1851048,CYRB,Cyber App Solutions Corp.
9856,1874474,ALLG-WT,Allego N.V.
9857,1046179,TSMWF,Taiwan Semiconductor Manufacturing Co Ltd
9858,1867956,LKRY,Linktory Inc.
9859,1644903,YCBD-PA,"Cbdmd, Inc."
9860,1603923,WFTUF,Weatherford International Plc
9861,1348362,LEXXW,Lexaria Bioscience Corp.
9862,1895262,NE-WTA,Noble Corp Plc
9863,1895262,NE-WT,Noble Corp Plc
9864,1895262,NBLWF,Noble Corp Plc
9865,1869858,SSU-WT,Signa Sports United N.V.
9866,1034670,ALIV,Autoliv Inc
9867,1612188,TEOF,Teo Foods Inc
9868,1854275,IOACU,Innovative International Acquisition Corp.
9869,1854275,IOACW,Innovative International Acquisition Corp.
9870,1819404,NRDY-WT,Nerdy Inc.
9871,899051,ALL-PI,Allstate Corp
9872,899051,ALL-PJ,Allstate Corp
9873,1034957,CRESW,Cresud Inc
9874,1837671,CPPTL,Copper Property Ctl Pass Through Trust
9875,7789,ASBA,Associated Banc-Corp
9876,769218,AEFC,Aegon Nv
9877,7789,ASB-PF,Associated Banc-Corp
9878,1693577,MNSBP,"Mainstreet Bancshares, Inc."
9879,1812360,FOXOW,Foxo Technologies Inc.
9880,1837412,SLGCW,"Somalogic, Inc."
9881,1059262,CRLKP,Sp Plus Corp
9882,1627606,DTEAF,Davidstea Inc.
9883,1843714,WNNR-UN,Andretti Acquisition Corp.
9884,1843714,WNNR-WT,Andretti Acquisition Corp.
9885,1802450,LIFWW,"Msp Recovery, Inc."
9886,1802450,LIFWZ,"Msp Recovery, Inc."
9887,1829247,BFRGW,"Bullfrog Ai Holdings, Inc."
9888,1295810,SHO-PH,"Sunstone Hotel Investors, Inc."
9889,1295810,SHO-PI,"Sunstone Hotel Investors, Inc."
9890,1792849,HPKEW,"Highpeak Energy, Inc."
9891,1861974,ECXWW,Ecarx Holdings Inc.
9892,1864032,ADRT-UN,Ault Disruptive Technologies Corp
9893,1864032,ADRTW,Ault Disruptive Technologies Corp
9894,1856961,BOCNU,Blue Ocean Acquisition Corp
9895,1856961,BOCNW,Blue Ocean Acquisition Corp
9896,1752828,CELUW,Celularity Inc
9897,203596,WSBCP,Wesbanco Inc
9898,1886190,GGROW,Gogoro Inc.
9899,1883085,PGYWW,Pagaya Technologies Ltd.
9900,1234006,GOODN,Gladstone Commercial Corp
9901,1111711,NIMC,Nisource Inc.
9902,1858007,GDSTR,Goldenstone Acquisition Ltd.
9903,1858007,GDSTU,Goldenstone Acquisition Ltd.
9904,1858007,GDSTW,Goldenstone Acquisition Ltd.
9905,1854963,SHFSW,"Shf Holdings, Inc."
9906,1846702,FIGP,"Forge Group, Inc."
9907,1727255,COBA,Chilean Cobalt Corp.
9908,1835856,BETRW,Better Home & Finance Holding Co
9909,1267395,AHL-PE,Aspen Insurance Holdings Ltd
9910,1826681,STRCW,Sarcos Technology & Robotics Corp
9911,1657853,HTZWW,"Hertz Global Holdings, Inc"
9912,1665300,PHUNW,"Phunware, Inc."
9913,1822791,CLNNW,Clene Inc.
9914,1819615,CLVRW,Clever Leaves Holdings Inc.
9915,1847112,TRTL-WT,Tortoiseecofin Acquisition Corp. Iii
9916,1937737,MLECW,Moolec Science Sa
9917,1847112,TRTL-UN,Tortoiseecofin Acquisition Corp. Iii
9918,1360214,HROWL,"Harrow Health, Inc."
9919,1360214,HROWM,"Harrow Health, Inc."
9920,1703079,XFLT-PA,Xai Octagon Floating Rate & Alternative Income Term Trust
9921,1799191,TOIIW,"Oncology Institute, Inc."
9922,1605888,SQLLW,"Seqll, Inc."
9923,1332551,ACR-PC,Acres Commercial Realty Corp.
9924,1332551,ACR-PD,Acres Commercial Realty Corp.
9925,1820302,BKKT-WT,"Bakkt Holdings, Inc."
9926,1868269,LATGU,Latamgrowth Spac
9927,1865861,CCTSU,Cactus Acquisition Corp. 1 Ltd
9928,1865861,CCTSW,Cactus Acquisition Corp. 1 Ltd
9929,1004315,NMPWP,National Grid Plc
9930,1004315,NEWEN,National Grid Plc
9931,1554625,PRIF-PK,"Priority Income Fund, Inc."
9932,1554625,PRIF-PL,"Priority Income Fund, Inc."
9933,1554625,PRIF-PD,"Priority Income Fund, Inc."
9934,1554625,PRIF-PF,"Priority Income Fund, Inc."
9935,1554625,PRIF-PG,"Priority Income Fund, Inc."
9936,1554625,PRIF-PH,"Priority Income Fund, Inc."
9937,1554625,PRIF-PI,"Priority Income Fund, Inc."
9938,1554625,PRIF-PJ,"Priority Income Fund, Inc."
9939,1838128,LOWLD,Lowell Farms Inc.
9940,1848739,GDEVW,Gdev Inc.
9941,1001085,BNH,Brookfield Corp /On/
9942,1001085,BNJ,Brookfield Corp /On/
9943,1001085,BROXF,Brookfield Corp /On/
9944,1651308,BEIGF,"Beigene, Ltd."
9945,1691936,SNAXW,"Stryve Foods, Inc."
9946,1827899,CPTK-UN,Crown Proptech Acquisitions
9947,1827899,CPTKW,Crown Proptech Acquisitions
9948,1874495,FRBNU,Forbion European Acquisition Corp.
9949,1874495,FRBNW,Forbion European Acquisition Corp.
9950,1890671,DUETU,Duet Acquisition Corp.
9951,1890671,DUETW,Duet Acquisition Corp.
9952,1851612,BHACU,Crixus Bh3 Acquisition Co
9953,1851612,BHACW,Crixus Bh3 Acquisition Co
9954,1001085,BAMKF,Brookfield Corp /On/
9955,1001085,BRFPF,Brookfield Corp /On/
9956,1001085,BXDIF,Brookfield Corp /On/
9957,1001085,BKAMF,Brookfield Corp /On/
9958,1001085,BKFAF,Brookfield Corp /On/
9959,897802,SPE-PC,"Special Opportunities Fund, Inc."
9960,1603016,HMLPF,Hoegh Lng Partners Lp
9961,1883835,PMIN,Plasma Innovative Inc.
9962,1839530,CFFEU,Cf Acquisition Corp. Viii
9963,1839530,CFFEW,Cf Acquisition Corp. Viii
9964,1840502,TBLAW,Taboola.Com Ltd.
9965,1875547,LCFYW,Locafy Ltd
9966,1820144,GRND-WT,Grindr Inc.
9967,1752474,KLDIW,Kldiscovery Inc.
9968,1821850,SUNL-WT,Sunlight Financial Holdings Inc.
9969,1833214,SABSW,"Sab Biotherapeutics, Inc."
9970,1841024,LCAAU,L Catterton Asia Acquisition Corp
9971,1841024,LCAAW,L Catterton Asia Acquisition Corp
9972,1839132,MVLAW,Movella Holdings Inc.
9973,1855485,CLDI-WT,"First Light Acquisition Group, Inc."
9974,1896049,STIXW,"Semantix, Inc."
9975,1495240,LANDO,Gladstone Land Corp
9976,1587603,WNRS,"Winners, Inc."
9977,1764046,CLVT-PA,Clarivate Plc
9978,1086888,MNLCF,Manulife Financial Corp
9979,1086888,MNQFF,Manulife Financial Corp
9980,1086888,MNUFF,Manulife Financial Corp
9981,1539638,TFINP,"Triumph Financial, Inc."
9982,1964504,TPRXF,Aris Mining Corp
9983,1964504,CLGDF,Aris Mining Corp
9984,1870144,CDIOW,"Cardio Diagnostics Holdings, Inc."
9985,1080319,NWGIW,"Elys Game Technology, Corp."
9986,1818502,OPFI-WT,Oppfi Inc.
9987,1847064,PSQH-WT,"Psq Holdings, Inc."
9988,1393311,PSA-PL,Public Storage
9989,1393311,PSA-PI,Public Storage
9990,1393311,PSA-PJ,Public Storage
9991,1080657,SQFTP,"Presidio Property Trust, Inc."
9992,1080657,SQFTW,"Presidio Property Trust, Inc."
9993,1393311,PSA-PF,Public Storage
9994,1393311,PSA-PS,Public Storage
9995,1393311,PSA-PM,Public Storage
9996,1393311,PSA-PN,Public Storage
9997,1393311,PSA-PO,Public Storage
9998,1393311,PSA-PP,Public Storage
9999,1393311,PSA-PQ,Public Storage
10000,1393311,PSA-PR,Public Storage
10001,1393311,PSA-PG,Public Storage
10002,1871983,ANGHW,Anghami Inc
10003,1753539,BKSY-WT,Blacksky Technology Inc.
10004,1805833,SST-WT,"System1, Inc."
10005,58411,RONN,"Lee Pharmaceuticals, Inc."
10006,1505611,DPSIP,"Decisionpoint Systems, Inc."
10007,1110452,AFRAD,Air France-Klm /Fi
10008,1610853,HSDTW,"Helius Medical Technologies, Inc."
10009,1591890,FGFPP,"Fg Financial Group, Inc."
10010,1871890,GLEI,Galaxy Enterprises Inc. /Wy/
10011,1879373,ENCPU,Energem Corp
10012,1879373,ENCPW,Energem Corp
10013,1847986,DFLIW,Dragonfly Energy Holdings Corp.
10014,1408534,FGBIP,"First Guaranty Bancshares, Inc."
10015,1957538,ESGLW,Esgl Holdings Ltd
10016,1845013,HWELU,Healthwell Acquisition Corp. I
10017,1845013,HWELW,Healthwell Acquisition Corp. I
10018,1629019,MBINN,Merchants Bancorp
10019,1629019,MBINO,Merchants Bancorp
10020,1629019,MBINM,Merchants Bancorp
10021,1901886,AFARU,Aura Fat Projects Acquisition Corp
10022,1901886,AFARW,Aura Fat Projects Acquisition Corp
10023,1845097,AMBP-WT,Ardagh Metal Packaging S.A.
10024,1635088,ROIVW,Roivant Sciences Ltd.
10025,1792941,GNVR,Genvor Inc
10026,1871321,DRTSW,Alpha Tau Medical Ltd.
10027,732717,TBC,At&T Inc.
10028,732717,T-PA,At&T Inc.
10029,732717,T-PC,At&T Inc.
10030,1695519,ATGPF,Altagas Ltd.
10031,1695519,ATGAF,Altagas Ltd.
10032,1905660,HUBCZ,Hub Cyber Security Ltd.
10033,1876581,IMPPP,Imperial Petroleum Inc./Marshall Islands
10034,1819810,RDW-WT,Redwire Corp
10035,1824204,PVOZ,Park View Oz Reit Inc
10036,945764,DNRRW,Denbury Inc
10037,945764,DNRWW,Denbury Inc
10038,798359,CSR-PC,Centerspace
10039,1756404,PDSKX,Principal Real Asset Fund
10040,1940674,SMXWW,Smx (Security Matters) Public Ltd Co
10041,1619312,LTSV,"Lightstone Value Plus Reit Iv, Inc."
10042,1843724,LNZAW,"Lanzatech Global, Inc."
10043,1946425,HHRSW,Hammerhead Energy Inc.
10044,1905660,HUBCW,Hub Cyber Security Ltd.
10045,1818674,SYBE,Sybleu Inc
10046,1452804,RMHI,"Retrieve Medical Holdings, Inc."
10047,1929589,MRDB-WT,Mariadb Plc
10048,1136174,OTRKP,"Ontrak, Inc."
10049,1015383,POWWP,"Ammo, Inc."
10050,1160106,LLOBF,Lloyds Banking Group Plc
10051,77281,PRETL,Pennsylvania Real Estate Investment Trust
10052,77281,PRETM,Pennsylvania Real Estate Investment Trust
10053,77281,PRETN,Pennsylvania Real Estate Investment Trust
10054,92103,SCE-PJ,Southern California Edison Co
10055,92103,SCE-PK,Southern California Edison Co
10056,92103,SCE-PL,Southern California Edison Co
10057,92103,SCE-PG,Southern California Edison Co
10058,92103,SCE-PH,Southern California Edison Co
10059,1953530,OCSAW,Oculis Holding Ag
10060,1843121,OPA-UN,Magnum Opus Acquisition Ltd
10061,1843121,OPA-WT,Magnum Opus Acquisition Ltd
10062,1807707,APPWQ,"Appharvest, Inc."
10063,1232384,TRPPF,Tc Energy Corp
10064,1232384,TRPEF,Tc Energy Corp
10065,1705012,FATBP,"Fat Brands, Inc"
10066,1705012,FATBW,"Fat Brands, Inc"
10067,759944,CFG-PE,Citizens Financial Group Inc/Ri
10068,753308,NEE-PN,Nextera Energy Inc
10069,753308,NEE-PR,Nextera Energy Inc
10070,720005,RJF-PB,Raymond James Financial Inc
10071,1822912,ADERU,26 Capital Acquisition Corp.
10072,1822912,ADERW,26 Capital Acquisition Corp.
10073,1841610,ROSS-UN,Ross Acquisition Corp Ii
10074,1841610,ROSS-WT,Ross Acquisition Corp Ii
10075,1506492,NUWEW,"Nuwellis, Inc."
10076,1209028,AAIC-PB,Arlington Asset Investment Corp.
10077,1209028,AAIC-PC,Arlington Asset Investment Corp.
10078,1209028,AAIN,Arlington Asset Investment Corp.
10079,1848763,RNWWW,Renew Energy Global Plc
10080,811156,CMSC,Cms Energy Corp
10081,811156,CMSD,Cms Energy Corp
10082,811156,CMS-PC,Cms Energy Corp
10083,23795,CTO-PA,"Cto Realty Growth, Inc."
10084,1823144,CMPOW,"Composecure, Inc."
10085,1687187,METCB,"Ramaco Resources, Inc."
10086,1687187,METCL,"Ramaco Resources, Inc."
10087,1843248,GSDWU,"Global System Dynamics, Inc."
10088,1843248,GSDWW,"Global System Dynamics, Inc."
10089,1668370,TBLTW,"Toughbuilt Industries, Inc"
10090,1825452,ONFOW,"Onfolio Holdings, Inc"
10091,862651,INVUP,"Investview, Inc."
10092,1355096,QRTEP,"Qurate Retail, Inc."
10093,1037676,ARRHW,"Arch Resources, Inc."
10094,1862068,RBT-WT,"Rubicon Technologies, Inc."
10095,1844971,GREEL,Greenidge Generation Holdings Inc.
10096,1253986,ABR-PD,Arbor Realty Trust Inc
10097,1253986,ABR-PE,Arbor Realty Trust Inc
10098,1253986,ABR-PF,Arbor Realty Trust Inc
10099,720672,SF-PC,Stifel Financial Corp
10100,720672,SF-PD,Stifel Financial Corp
10101,1922331,GLSTW,Global Star Acquisition Inc.
10102,720672,SFB,Stifel Financial Corp
10103,1781162,MNTSW,Momentus Inc.
10104,1922331,GLSTR,Global Star Acquisition Inc.
10105,1922331,GLSTU,Global Star Acquisition Inc.
10106,310732,BNPZY,Bnp Paribas
10107,1931691,MOBVU,Mobiv Acquisition Corp
10108,1931691,MOBVW,Mobiv Acquisition Corp
10109,1845942,BNIXR,Bannix Acquisition Corp.
10110,1845942,BNIXW,Bannix Acquisition Corp.
10111,1880151,LIBYU,Liberty Resources Acquisition Corp.
10112,1880151,LIBYW,Liberty Resources Acquisition Corp.
10113,1839990,ARTEU,Artemis Strategic Investment Corp
10114,1839990,ARTEW,Artemis Strategic Investment Corp
10115,1852407,FEXDR,Fintech Ecosystem Development Corp.
10116,1852407,FEXDU,Fintech Ecosystem Development Corp.
10117,1852407,FEXDW,Fintech Ecosystem Development Corp.
10118,1840425,BLACR,Bellevue Life Sciences Acquisition Corp.
10119,1840425,BLACU,Bellevue Life Sciences Acquisition Corp.
10120,1840425,BLACW,Bellevue Life Sciences Acquisition Corp.
10121,107815,WELPM,Wisconsin Electric Power Co
10122,1114700,GRFGF,Grupo Financiero Galicia Sa
10123,1819796,GCMGW,Gcm Grosvenor Inc.
10124,1397183,IVDAW,"Iveda Solutions, Inc."
10125,1321741,GAINN,Gladstone Investment Corporation\De
10126,1321741,GAINZ,Gladstone Investment Corporation\De
10127,1853070,PACI-UN,Proof Acquisition Corp I
10128,1853070,PACI-WT,Proof Acquisition Corp I
10129,1843973,EGGF-UN,Eg Acquisition Corp.
10130,1843973,EGGF-WT,Eg Acquisition Corp.
10131,1830210,BHIL-WT,"Benson Hill, Inc."
10132,1829322,SZZLU,Sizzle Acquisition Corp.
10133,1829322,SZZLW,Sizzle Acquisition Corp.
10134,1815436,MYZQF,Advanced Health Intelligence Ltd
10135,771992,PAASF,Pan American Silver Corp
10136,744452,APPDW,Applied Dna Sciences Inc
10137,1820566,ISPOW,Inspirato Inc
10138,1889983,KVACU,Keen Vision Acquisition Corp.
10139,1871638,BRKHU,Burtech Acquisition Corp.
10140,1871638,BRKHW,Burtech Acquisition Corp.
10141,1881551,NUBIU,Nubia Brand International Corp.
10142,1881551,NUBIW,Nubia Brand International Corp.
10143,917251,ADC-PA,Agree Realty Corp
10144,1469395,PPENF,Pampa Energy Inc.
10145,845877,AGM-PE,Federal Agricultural Mortgage Corp
10146,845877,AGM-PF,Federal Agricultural Mortgage Corp
10147,845877,AGM-PG,Federal Agricultural Mortgage Corp
10148,1273685,NYMTL,New York Mortgage Trust Inc
10149,1273685,NYMTM,New York Mortgage Trust Inc
10150,1907730,YOTAR,Yotta Acquisition Corp
10151,1907730,YOTAU,Yotta Acquisition Corp
10152,1907730,YOTAW,Yotta Acquisition Corp
10153,1527590,RC-PC,Ready Capital Corp
10154,1527590,RC-PE,Ready Capital Corp
10155,1527590,RCB,Ready Capital Corp
10156,1527590,RCC,Ready Capital Corp
10157,1273685,NYMTZ,New York Mortgage Trust Inc
10158,1654595,MDRRP,"Medalist Diversified Reit, Inc."
10159,1464423,PMT-PC,Pennymac Mortgage Investment Trust
10160,1261249,AGXRW,Agile Therapeutics Inc
10161,1716947,ENSCW,"Ensysce Biosciences, Inc."
10162,927971,FNGO,Bank Of Montreal /Can/
10163,927971,FNGS,Bank Of Montreal /Can/
10164,927971,FNGU,Bank Of Montreal /Can/
10165,927971,BNKD,Bank Of Montreal /Can/
10166,927971,BNKU,Bank Of Montreal /Can/
10167,927971,BULZ,Bank Of Montreal /Can/
10168,927971,DULL,Bank Of Montreal /Can/
10169,75208,OGSRW,Overseas Shipholding Group Inc
10170,927971,BERZ,Bank Of Montreal /Can/
10171,927971,JETU,Bank Of Montreal /Can/
10172,927971,JETD,Bank Of Montreal /Can/
10173,927971,CARD,Bank Of Montreal /Can/
10174,927971,CARU,Bank Of Montreal /Can/
10175,927971,SHNY,Bank Of Montreal /Can/
10176,927971,WTID,Bank Of Montreal /Can/
10177,927971,WTIU,Bank Of Montreal /Can/
10178,927971,OILD,Bank Of Montreal /Can/
10179,927971,OILU,Bank Of Montreal /Can/
10180,927971,GDXD,Bank Of Montreal /Can/
10181,927971,GDXU,Bank Of Montreal /Can/
10182,927971,NRGD,Bank Of Montreal /Can/
10183,927971,NRGU,Bank Of Montreal /Can/
10184,927971,FLYD,Bank Of Montreal /Can/
10185,927971,FLYU,Bank Of Montreal /Can/
10186,1748137,NEOVW,Neovolta Inc.
10187,1642985,MBIC,Mobile Infrastructure Corp
10188,1880319,PRMFF,"Perimeter Solutions, Sa"
10189,831609,CWLXF,C21 Investments Inc.
10190,1645873,MDV-PA,"Modiv Industrial, Inc."
10191,1785592,LFLYW,"Leafly Holdings, Inc. /De"
10192,1409036,TARSD,Silver North Resources Ltd.
10193,1854587,CLBTW,Cellebrite Di Ltd.
10194,1839998,DTOCU,Digital Transformation Opportunities Corp.
10195,1839998,DTOCW,Digital Transformation Opportunities Corp.
10196,1761534,GRDV,Golden Royal Development Inc.
10197,831001,C-PK,Citigroup Inc
10198,831001,C-PN,Citigroup Inc
10199,1805521,FFIEW,Faraday Future Intelligent Electric Inc.
10200,1632970,AHRT,"American Healthcare Reit, Inc."
10201,1582982,CCLDO,"Carecloud, Inc."
10202,1582982,CCLDP,"Carecloud, Inc."
10203,1957489,ABLVW,Able View Global Inc.
10204,1661779,STGC,"Startengine Crowdfunding, Inc."
10205,899689,VNO-PN,Vornado Realty Trust
10206,899689,VNO-PO,Vornado Realty Trust
10207,1424657,CUENW,Cuentas Inc.
10208,1174169,AGQPF,Algonquin Power & Utilities Corp.
10209,1174169,AQNA,Algonquin Power & Utilities Corp.
10210,1174169,AQNB,Algonquin Power & Utilities Corp.
10211,1174169,AQNU,Algonquin Power & Utilities Corp.
10212,1950429,NNAGU,99 Acquisition Group Inc.
10213,1868775,ASCAR,Aspac I Acquisition Corp.
10214,1868775,ASCAU,Aspac I Acquisition Corp.
10215,1868775,ASCAW,Aspac I Acquisition Corp.
10216,1326160,DUKB,Duke Energy Corp
10217,1831964,NRACU,Northern Revival Acquisition Corp
10218,1831964,NRACW,Northern Revival Acquisition Corp
10219,1591913,IPSID,"Innovative Payment Solutions, Inc."
10220,808219,MHGUP,Meritage Hospitality Group Inc
10221,1779128,BLDEW,"Blade Air Mobility, Inc."
10222,1897245,ACAXR,Alset Capital Acquisition Corp.
10223,1897245,ACAXU,Alset Capital Acquisition Corp.
10224,1897245,ACAXW,Alset Capital Acquisition Corp.
10225,1513525,ADIWW,"Adial Pharmaceuticals, Inc."
10226,1828739,AZRS,Azzurro Solutions Corp.
10227,1824920,IONQ-WT,"Ionq, Inc."
10228,1856031,SEATW,Vivid Seats Inc.
10229,1787518,BRLIR,Brilliant Acquisition Corp
10230,1787518,BRLIU,Brilliant Acquisition Corp
10231,1787518,BRLIW,Brilliant Acquisition Corp
10232,1950246,MTAL-WT,Metals Acquisition Ltd
10233,1660734,TRTN-PB,Triton International Ltd
10234,1660734,TRTN-PC,Triton International Ltd
10235,1660734,TRTN-PD,Triton International Ltd
10236,1660734,TRTN-PE,Triton International Ltd
10237,1842498,OTMOW,Otonomo Technologies Ltd.
10238,874761,AESC,Aes Corp
10239,1864943,FGIWW,Fgi Industries Ltd.
10240,1554818,AUUDW,Auddia Inc.
10241,1097362,SNLFF,Sun Life Financial Inc
10242,1097362,SLFIF,Sun Life Financial Inc
10243,1097362,SUNFF,Sun Life Financial Inc
10244,1819794,HTOOW,Fusion Fuel Green Plc
10245,1487918,OFSSH,Ofs Capital Corp
10246,1739174,PHGE-UN,Biomx Inc.
10247,1739174,PHGEW,Biomx Inc.
10248,1058307,NXPLW,Nextplat Corp
10249,1843993,THCPU,"Thunder Bridge Capital Partners Iv, Inc."
10250,1843993,THCPW,"Thunder Bridge Capital Partners Iv, Inc."
10251,1839730,SLHPF,Skylight Health Group Inc.
10252,1852633,BYN-UN,Banyan Acquisition Corp
10253,1852633,BYN-WT,Banyan Acquisition Corp
10254,14930,BC-PA,Brunswick Corp
10255,14930,BC-PB,Brunswick Corp
10256,14930,BC-PC,Brunswick Corp
10257,1848334,OKMN,"Okmin Resources, Inc."
10258,1136352,CEQP-P,Crestwood Equity Partners Lp
10259,1341317,BWBBP,Bridgewater Bancshares Inc
10260,1835654,INVZW,Innoviz Technologies Ltd.
10261,73124,NTRSO,Northern Trust Corp
10262,920112,HTLFP,Heartland Financial Usa Inc
10263,1122491,BRFFF,Brf S.A.
10264,712534,FRMEP,First Merchants Corp
10265,312070,ATMP,Barclays Bank Plc
10266,312070,AYTEF,Barclays Bank Plc
10267,312070,BALTF,Barclays Bank Plc
10268,312070,VXX,Barclays Bank Plc
10269,312070,VXZ,Barclays Bank Plc
10270,312070,SGGFF,Barclays Bank Plc
10271,312070,JJUFF,Barclays Bank Plc
10272,312070,PGDDF,Barclays Bank Plc
10273,312070,PGMFF,Barclays Bank Plc
10274,312070,JJMTF,Barclays Bank Plc
10275,312070,JJNTF,Barclays Bank Plc
10276,312070,JJOFF,Barclays Bank Plc
10277,312070,JJPFF,Barclays Bank Plc
10278,312070,JJSSF,Barclays Bank Plc
10279,312070,JJTFF,Barclays Bank Plc
10280,312070,ICITF,Barclays Bank Plc
10281,312070,JEMTF,Barclays Bank Plc
10282,312070,JJATF,Barclays Bank Plc
10283,312070,JJCTF,Barclays Bank Plc
10284,312070,JJETF,Barclays Bank Plc
10285,312070,JJGTF,Barclays Bank Plc
10286,312070,COWTF,Barclays Bank Plc
10287,312070,DJP,Barclays Bank Plc
10288,312070,GBBEF,Barclays Bank Plc
10289,312070,GRN,Barclays Bank Plc
10290,312070,GRNTF,Barclays Bank Plc
10291,312070,BWVTF,Barclays Bank Plc
10292,1788348,BIPH,Brookfield Infrastructure Corp
10293,1913510,VFSWW,Vinfast Auto Ltd.
10294,1412100,MHNC,"Maiden Holdings, Ltd."
10295,1808377,LUCYW,Innovative Eyewear Inc
10296,1648960,DATSW,"Datchat, Inc."
10297,1858685,BFRIW,Biofrontera Inc.
10298,1864448,WEJWQ,Wejo Group Ltd
10299,1137774,PFH,Prudential Financial Inc
10300,1137774,PRH,Prudential Financial Inc
10301,1137774,PRS,Prudential Financial Inc
10302,1863362,PROCW,"Procaps Group, S.A."
10303,1819493,XOSWW,"Xos, Inc."
10304,1903145,GRRRW,Gorilla Technology Group Inc.
10305,1726079,TMEF,"Tipmefast, Inc."
10306,797468,OXY-WT,Occidental Petroleum Corp /De/
10307,1830029,ADEX-UN,Adit Edtech Acquisition Corp.
10308,1830029,ADEX-WT,Adit Edtech Acquisition Corp.
10309,1333986,EQH-PA,"Equitable Holdings, Inc."
10310,1333986,EQH-PC,"Equitable Holdings, Inc."
10311,1332349,BKDT,Brookdale Senior Living Inc.
10312,1885408,JFBRW,Jeffs' Brands Ltd
10313,1875931,OFSWF,Carbon Streaming Corp
10314,1699880,AMRLF,American Lithium Corp.
10315,1502292,CNFRL,"Conifer Holdings, Inc."
10316,1502292,CNFRZ,"Conifer Holdings, Inc."
10317,860748,KMPB,Kemper Corp
10318,86759,SFEF,Santa Fe Financial Corp
10319,1723580,BFIIW,"Burgerfi International, Inc."
10320,1471824,WEAT,Teucrium Commodity Trust
10321,1471824,SOYB,Teucrium Commodity Trust
10322,1471824,TAGS,Teucrium Commodity Trust
10323,1471824,CANE,Teucrium Commodity Trust
10324,1471824,CORN,Teucrium Commodity Trust
10325,1471824,DEFI,Teucrium Commodity Trust
10326,1932737,NWTNW,"Nwtn, Inc."
10327,35527,FITBO,Fifth Third Bancorp
10328,35527,FITBP,Fifth Third Bancorp
10329,1791706,LAAOF,Li Auto Inc.
10330,1840877,ANZUU,Anzu Special Acquisition Corp I
10331,1840877,ANZUW,Anzu Special Acquisition Corp I
10332,1872964,MTEKW,Maris Tech Ltd.
10333,1701963,VSSYW,Versus Systems Inc.
10334,1828108,AUROW,"Aurora Innovation, Inc."
10335,1821075,SFRWW,"Appreciate Holdings, Inc."
10336,1096691,PTNRF,Partner Communications Co Ltd
10337,1096691,PTNRY,Partner Communications Co Ltd
10338,1888740,LSEB,Lseb Creative Corp.
10339,823277,CHSCL,Chs Inc
10340,823277,CHSCM,Chs Inc
