,cik_str,ticker,Company
2352,1326732,XNCR,Xencor Inc
2353,1826470,WOOF,"Petco Health & Wellness Company, Inc."
2354,1611005,KEN,Kenon Holdings Ltd.
2355,75252,OMI,Owens & Minor Inc/Va/
2356,1587523,KN,Knowles Corp
2357,1829959,DCBO,Docebo Inc.
2358,712537,FCF,First Commonwealth Financial Corp /Pa/
2359,1023024,ANIP,Ani Pharmaceuticals Inc
2360,907471,CASH,"Pathward Financial, Inc."
2361,1369241,DAC,Danaos Corp
2362,1411579,AMC,"Amc Entertainment Holdings, Inc."
2363,794619,AMWD,American Woodmark Corp
2364,1761312,PLMR,"Palomar Holdings, Inc."
2365,1834489,GENI,Genius Sports Ltd
2366,1120914,PDFS,Pdf Solutions Inc
2367,944809,OPK,"Opko Health, Inc."
2368,907242,MCRI,Monarch Casino & Resort Inc
2369,1830033,PCT,"Purecycle Technologies, Inc."
2370,1063259,DNN,Denison Mines Corp.
2371,1158895,LMAT,Lemaitre Vascular Inc
2372,1968915,PHIN,Phinia Inc.
2373,799233,HTLD,Heartland Express Inc
2374,1894562,PRME,"Prime Medicine, Inc."
2375,1423774,ZUO,Zuora Inc
2376,1645070,STER,Sterling Check Corp.
2377,810136,PLAB,Photronics Inc
2378,721994,LKFN,Lakeland Financial Corp
2379,1499505,AGRO,Adecoagro S.A.
2380,1163739,NBR,Nabors Industries Ltd
2381,94344,STC,Stewart Information Services Corp
2382,1270523,ETG,Eaton Vance Tax Advantaged Global Dividend Income Fund
2383,1723128,AMRX,"Amneal Pharmaceuticals, Inc."
2384,835324,SYBT,"Stock Yards Bancorp, Inc."
2385,1545654,ALEX,"Alexander & Baldwin, Inc."
2386,1670076,ULCC,"Frontier Group Holdings, Inc."
2387,1385849,UUUU,Energy Fuels Inc
2388,1816736,IRON,"Disc Medicine, Inc."
2389,1777921,AVPT,"Avepoint, Inc."
2390,1566388,DSL,Doubleline Income Solutions Fund
2391,811596,KALU,Kaiser Aluminum Corp
2392,1795589,KC,Kingsoft Cloud Holdings Ltd
2393,1854640,CGAU,Centerra Gold Inc.
2394,1861737,HSAI,Hesai Group
2395,867773,SPWR,Sunpower Corp
2396,46250,HWKN,Hawkins Inc
2397,1047340,FDP,Fresh Del Monte Produce Inc
2398,1599617,DNOW,Now Inc.
2399,1754195,TCNNF,Trulieve Cannabis Corp.
2400,830524,CCF,Chase Corp
2401,912463,GES,Guess Inc
2402,1861974,ECX,Ecarx Holdings Inc.
2403,1629019,MBIN,Merchants Bancorp
2404,1395937,SNDX,Syndax Pharmaceuticals Inc
2405,1737450,OPRA,Opera Ltd
2406,1616533,SGH,"Smart Global Holdings, Inc."
2407,1357450,HOLI,"Hollysys Automation Technologies, Ltd."
2408,1683606,CARS,Cars.Com Inc.
2409,907254,BFS,"Saul Centers, Inc."
2410,1730430,KNSA,"Kiniksa Pharmaceuticals, Ltd."
2411,923120,GBX,Greenbrier Companies Inc
2412,886744,GERN,Geron Corp
2413,1708035,ECVT,Ecovyst Inc.
2414,1227654,CMP,Compass Minerals International Inc
2415,1831840,SEMR,"Semrush Holdings, Inc."
2416,1578732,MMI,"Marcus & Millichap, Inc."
2417,1453015,BLDP,Ballard Power Systems Inc.
2418,703604,DSGR,"Distribution Solutions Group, Inc."
2419,1842279,OPAL,Opal Fuels Inc.
2420,82020,USLM,United States Lime & Minerals Inc
2421,945114,GIC,Global Industrial Co
2422,880117,JBSS,Sanfilippo John B & Son Inc
2423,1759425,MIRM,"Mirum Pharmaceuticals, Inc."
2424,1654795,BBU,Brookfield Business Partners L.P.
2425,1854401,BRDG,Bridge Investment Group Holdings Inc.
2426,63296,MATW,Matthews International Corp
2427,1178970,PFS,Provident Financial Services Inc
2428,1526113,GNL,"Global Net Lease, Inc."
2429,914156,UFPT,Ufp Technologies Inc
2430,896841,AVID,"Avid Technology, Inc."
2431,850141,HMN,Horace Mann Educators Corp /De/
2432,1812364,RLAY,"Relay Therapeutics, Inc."
2433,1826018,ROVR,"Rover Group, Inc."
2434,1293613,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc."
2435,1428205,ARR,"Armour Residential Reit, Inc."
2436,1821159,EVGO,Evgo Inc.
2437,1605607,PGRE,"Paramount Group, Inc."
2438,1758488,OSW,Onespaworld Holdings Ltd
2439,1674335,JELD,"Jeld-Wen Holding, Inc."
2440,8947,AZZ,Azz Inc
2441,708821,PAR,Par Technology Corp
2442,1793862,DADA,Dada Nexus Ltd
2443,1620280,UNIT,Uniti Group Inc.
2444,1705110,ANGI,Angi Inc.
2445,1793659,RSI,"Rush Street Interactive, Inc."
2446,899460,MNKD,Mannkind Corp
2447,1045986,FORTY,Formula Systems (1985) Ltd
2448,1562528,FBRT,"Franklin Bsp Realty Trust, Inc."
2449,102037,UVV,Universal Corp /Va/
2450,1371285,TRUP,"Trupanion, Inc."
2451,1021561,NUS,"Nu Skin Enterprises, Inc."
2452,1739566,UTZ,"Utz Brands, Inc."
2453,1364954,CHGG,"Chegg, Inc"
2454,311094,WABC,Westamerica Bancorporation
2455,1680247,PUMP,Propetro Holding Corp.
2456,1070985,CXW,"Corecivic, Inc."
2457,1473844,STEL,"Stellar Bancorp, Inc."
2458,1793229,MPLN,Multiplan Corp
2459,1531978,FNA,"Paragon 28, Inc."
2460,1503584,CMRE,Costamare Inc.
2461,1475841,NBHC,National Bank Holdings Corp
2462,1835591,VZIO,Vizio Holding Corp.
2463,896264,USNA,Usana Health Sciences Inc
2464,1091883,CIR,Circor International Inc
2465,930420,KFRC,Kforce Inc
2466,1798100,NTST,Netstreit Corp.
2467,811589,FBNC,First Bancorp /Nc/
2468,933267,IRS,Irsa Investments & Representations Inc
2469,1517175,CHEF,"Chefs' Warehouse, Inc."
2470,1958086,CLB,Core Laboratories Inc. /De/
2471,1899123,BTDR,Bitdeer Technologies Group
2472,1624140,JMKJ,Nine Alliance Science & Technology Group
2473,1737953,REPL,"Replimune Group, Inc."
2474,1260563,NFJ,"Virtus Dividend, Interest & Premium Strategy Fund"
2475,1581760,LIFX,"Life360, Inc."
2476,1596993,LPG,Dorian Lpg Ltd.
2477,1608741,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund
2478,1840502,TBLA,Taboola.Com Ltd.
2479,1789940,FWRG,"First Watch Restaurant Group, Inc."
2480,1616678,BST,Blackrock Science & Technology Trust
2481,1266585,NMZ,Nuveen Municipal High Income Opportunity Fund
2482,70487,NRC,National Research Corp
2483,1843762,EQRX,"Eqrx, Inc."
2484,1055160,MFA,"Mfa Financial, Inc."
2485,1412408,PHR,"Phreesia, Inc."
2486,1520504,VLRS,"Controladora Vuela Compania De Aviacion, S.A.B. De C.V."
2487,1464423,PMT,Pennymac Mortgage Investment Trust
2488,1856236,EWCZ,"European Wax Center, Inc."
2489,1595974,MGNI,"Magnite, Inc."
2490,821002,GIII,G Iii Apparel Group Ltd /De/
2491,1012477,AVDL,Avadel Pharmaceuticals Plc
2492,1172358,DMLP,"Dorchester Minerals, L.P."
2493,1046568,PRDO,Perdoceo Education Corp
2494,1128361,HOPE,Hope Bancorp Inc
2495,1403431,HCCI,"Heritage-Crystal Clean, Inc."
2496,1974640,APGE,"Apogee Therapeutics, Inc."
2497,1857475,DOLE,Dole Plc
2498,854775,DGII,Digi International Inc
2499,922864,AIV,Apartment Investment & Management Co
2500,1815442,KYMR,"Kymera Therapeutics, Inc."
2501,1230992,MAG,Mag Silver Corp
2502,792987,ASTE,Astec Industries Inc
2503,1528129,VTLE,"Vital Energy, Inc."
2504,1340243,MOR,Morphosys Ag
2505,1084961,ECPG,Encore Capital Group Inc
2506,1203464,IAG,Iamgold Corp
2507,314489,BUSE,First Busey Corp /Nv/
2508,1692412,PLYA,Playa Hotels & Resorts N.V.
2509,851310,HLIT,Harmonic Inc
2510,1580808,ATEN,"A10 Networks, Inc."
2511,1749704,AGTI,"Agiliti, Inc. De"
2512,1524741,SLCA,"U.S. Silica Holdings, Inc."
2513,886163,LGND,Ligand Pharmaceuticals Inc
2514,1888886,GPCR,Structure Therapeutics Inc.
2515,1395213,EDN,Edenor
2516,1323468,GLP,Global Partners Lp
2517,1946425,HHRS,Hammerhead Energy Inc.
2518,1174850,NIC,Nicolet Bankshares Inc
2519,356171,TCBK,Trico Bancshares /
2520,34782,SRCE,1St Source Corp
2521,1680062,ACMR,"Acm Research, Inc."
2522,1377121,PTGX,"Protagonist Therapeutics, Inc"
2523,1799983,GB,Global Blue Group Holding Ag
2524,880631,WT,"Wisdomtree, Inc."
2525,893949,MD,"Pediatrix Medical Group, Inc."
2526,1222922,EVV,Eaton Vance Ltd Duration Income Fund
2527,1664710,KROS,"Keros Therapeutics, Inc."
2528,1488813,CUBI,"Customers Bancorp, Inc."
2529,1762301,FVRR,Fiverr International Ltd.
2530,6845,APOG,"Apogee Enterprises, Inc."
2531,1654151,DCPH,"Deciphera Pharmaceuticals, Inc."
2532,1809691,HKD,Amtd Digital Inc.
2533,1568194,FSCO,Fs Credit Opportunities Corp.
2534,1020859,UNFI,United Natural Foods Inc
2535,1111485,RXST,"Rxsight, Inc."
2536,1793663,VTEX,Vtex
2537,1091748,ARGO,"Argo Group International Holdings, Ltd."
2538,1481582,RYI,Ryerson Holding Corp
2539,719220,STBA,S&T Bancorp Inc
2540,1047335,NHC,National Healthcare Corp
2541,354963,SHEN,Shenandoah Telecommunications Co/Va/
2542,1379041,EIG,"Employers Holdings, Inc."
2543,1655050,BCSF,"Bain Capital Specialty Finance, Inc."
2544,1499543,NOAH,Noah Holdings Ltd
2545,7323,EAI,"Entergy Arkansas, Llc"
2546,1438533,TVTX,"Travere Therapeutics, Inc."
2547,1845437,NPWR,Net Power Inc.
2548,1495222,OXLC,Oxford Lane Capital Corp.
2549,1437402,ARDX,"Ardelyx, Inc."
2550,1639877,GSM,Ferroglobe Plc
2551,1821806,LESL,"Leslie'S, Inc."
2552,1382821,RDFN,Redfin Corp
2553,1368458,SBH,"Sally Beauty Holdings, Inc."
2554,1172052,SAFT,Safety Insurance Group Inc
2555,1770121,SANA,"Sana Biotechnology, Inc."
2556,1803696,ADEA,Adeia Inc.
2557,18748,CET,Central Securities Corp
2558,1736946,ARLO,"Arlo Technologies, Inc."
2559,1625791,KRNT,Kornit Digital Ltd.
2560,1496919,MRRTY,Marfrig Global Foods S.A.
2561,1581804,NVGS,Navigator Holdings Ltd.
2562,1569187,AHH,"Armada Hoffler Properties, Inc."
2563,1832466,ALHC,"Alignment Healthcare, Inc."
2564,1820144,GRND,Grindr Inc.
2565,1622229,COGT,"Cogent Biosciences, Inc."
2566,1368265,CLNE,Clean Energy Fuels Corp.
2567,842633,TRS,Trimas Corp
2568,1118417,MODN,"Model N, Inc."
2569,1746473,PLRX,"Pliant Therapeutics, Inc."
2570,1042893,DRQ,Dril-Quip Inc
2571,1071255,GDEN,"Golden Entertainment, Inc."
2572,1051004,MUC,"Blackrock Muniholdings California Quality Fund, Inc."
2573,879526,WNC,Wabash National Corp
2574,3499,ALX,Alexanders Inc
2575,1515816,PLYM,"Plymouth Industrial Reit, Inc."
2576,1590976,MBUU,"Malibu Boats, Inc."
2577,40417,GAM,General American Investors Co Inc
2578,1481646,ACCD,"Accolade, Inc."
2579,319654,PBT,Permian Basin Royalty Trust
2580,1005229,CMCO,Columbus Mckinnon Corp
2581,1342338,HIMX,"Himax Technologies, Inc."
2582,1475115,EB,"Eventbrite, Inc."
2583,921582,IMAX,Imax Corp
2584,1831915,CTKB,"Cytek Biosciences, Inc."
2585,1793882,PTA,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund
2586,1159167,IRBT,Irobot Corp
2587,798359,CSR,Centerspace
2588,1893325,SCRM,Screaming Eagle Acquisition Corp.
2589,1050825,SCS,Steelcase Inc
2590,1004702,OCFC,Oceanfirst Financial Corp
2591,1437352,EVBG,"Everbridge, Inc."
2592,1482512,HPP,"Hudson Pacific Properties, Inc."
2593,1962918,SLRN,"Acelyrin, Inc."
2594,1493683,BBN,Blackrock Taxable Municipal Bond Trust
2595,1013605,PDS,Precision Drilling Corp
2596,1759783,EH,Ehang Holdings Ltd
2597,1501570,VBTX,"Veritex Holdings, Inc."
2598,842183,RPT,Rpt Realty
2599,1432364,AZUL,Azul Sa
2600,1828723,AMPS,"Altus Power, Inc."
2601,1746618,RVLV,"Revolve Group, Inc."
2602,1018979,AMSF,Amerisafe Inc
2603,1693256,WTTR,"Select Water Solutions, Inc."
2604,1806201,LPRO,Open Lending Corp
2605,1809196,IMTX,Immatics N.V.
2606,1828248,CVII,Churchill Capital Corp Vii
2607,1863218,SFWL,Shengfeng Development Ltd
2608,1656472,CRON,Cronos Group Inc.
2609,1127703,PRA,Proassurance Corp
2610,1630627,TMCI,"Treace Medical Concepts, Inc."
2611,1102112,PACW,Pacwest Bancorp
2612,1669779,CWH,"Camping World Holdings, Inc."
2613,1861795,DH,Definitive Healthcare Corp.
2614,1643615,MEG,"Montrose Environmental Group, Inc."
2615,1503274,QTRX,Quanterix Corp
2616,1130713,OSTK,"Overstock.Com, Inc"
2617,1860543,CDRE,"Cadre Holdings, Inc."
2618,752642,UMH,"Umh Properties, Inc."
2619,1478320,ADPT,Adaptive Biotechnologies Corp
2620,1936804,SDA,Suncar Technology Group Inc.
2621,1606498,AVNS,"Avanos Medical, Inc."
2622,1841925,INDI,"Indie Semiconductor, Inc."
2623,910406,HAIN,Hain Celestial Group Inc
2624,1379785,BBDC,"Barings Bdc, Inc."
2625,824410,SASR,Sandy Spring Bancorp Inc
2626,1698991,ACEL,"Accel Entertainment, Inc."
2627,14707,CAL,Caleres Inc
2628,1379384,BTZ,Blackrock Credit Allocation Income Trust
2629,1068875,AVTA,"Avantax, Inc."
2630,876427,MNRO,"Monro, Inc."
2631,80420,POWL,Powell Industries Inc
2632,1836564,VALN,Valneva Se
2633,1431695,OLO,Olo Inc.
2634,1872789,EMBC,Embecta Corp.
2635,1138639,INFN,Infinera Corp
2636,1005210,SPH,Suburban Propane Partners Lp
2637,710752,SBR,Sabine Royalty Trust
2638,1308335,EOS,Eaton Vance Enhanced Equity Income Fund Ii
2639,1871509,PTLO,Portillo'S Inc.
2640,1957146,EXTO,Almacenes Exito S.A.
2641,1776661,ADV,Advantage Solutions Inc.
2642,1452857,SPLP,Steel Partners Holdings L.P.
2643,1652535,ICHR,"Ichor Holdings, Ltd."
2644,1846576,FIGS,"Figs, Inc."
2645,1958217,LZM,Lifezone Metals Ltd
2646,1821349,NGMS,Neogames S.A.
2647,1802156,XPOF,"Xponential Fitness, Inc."
2648,1829118,TUYA,Tuya Inc.
2649,1459839,SIBN,"Si-Bone, Inc."
2650,1567569,FPF,First Trust Intermediate Duration Preferred & Income Fund
2651,1423221,NX,Quanex Building Products Corp
2652,1740594,ARCE,Arco Platform Ltd.
2653,1489096,THR,"Thermon Group Holdings, Inc."
2654,1740915,FTCH,Farfetch Ltd
2655,1519449,SKWD,"Skyward Specialty Insurance Group, Inc."
2656,1231346,SA,Seabridge Gold Inc
2657,17313,CSWC,Capital Southwest Corp
2658,931148,EAF,Graftech International Ltd
2659,1598428,TMST,Timkensteel Corp
2660,1257640,KRO,Kronos Worldwide Inc
2661,1411342,EFC,Ellington Financial Inc.
2662,318300,PEBO,Peoples Bancorp Inc
2663,1739614,INBX,"Inhibrx, Inc."
2664,1805385,EVLV,"Evolv Technologies Holdings, Inc."
2665,1818093,SKIN,Beauty Health Co
2666,923796,GEO,Geo Group Inc
2667,1691421,LMND,"Lemonade, Inc."
2668,102752,VSEC,Vse Corp
2669,1674930,FLGT,"Fulgent Genetics, Inc."
2670,1777835,PWP,Perella Weinberg Partners
2671,95029,RGR,Sturm Ruger & Co Inc
2672,1717547,BRSP,"Brightspire Capital, Inc."
2673,1516912,OBK,"Origin Bancorp, Inc."
2674,1768267,CRNC,Cerence Inc.
2675,1123134,IMOS,Chipmos Technologies Inc
2676,69633,NSSC,"Napco Security Technologies, Inc"
2677,99302,TRNS,Transcat Inc
2678,930236,RWT,Redwood Trust Inc
2679,1823794,ARKO,Arko Corp.
2680,1702750,BY,"Byline Bancorp, Inc."
2681,1376339,MDXG,"Mimedx Group, Inc."
2682,705432,SBSI,Southside Bancshares Inc
2683,1845022,BASE,"Couchbase, Inc."
2684,910329,MED,Medifast Inc
2685,1572957,BIOGY,Biogaia Ab/Adr
2686,1891101,BRCC,Brc Inc.
2687,1062231,AXL,American Axle & Manufacturing Holdings Inc
2688,1743725,GDYN,"Grid Dynamics Holdings, Inc."
2689,1806347,WEST,Westrock Coffee Co
2690,1843181,NBXG,Neuberger Berman Next Generation Connectivity Fund Inc.
2691,1108134,BHLB,Berkshire Hills Bancorp Inc
2692,33934,CRF,Cornerstone Total Return Fund Inc
2693,1737927,CGC,Canopy Growth Corp
2694,1631596,KREF,Kkr Real Estate Finance Trust Inc.
2695,1828316,PHAR,Pharming Group N.V.
2696,1880319,PRM,"Perimeter Solutions, Sa"
2697,1222719,CHY,Calamos Convertible & High Income Fund
2698,351817,SBOW,"Silverbow Resources, Inc."
2699,1780312,ASTS,"Ast Spacemobile, Inc."
2700,1772177,KRUS,"Kura Sushi Usa, Inc."
2701,1492165,PFBC,Preferred Bank
2702,1278752,MFIC,Midcap Financial Investment Corp
2703,1081834,KUBR,Kuber Resources Corp
2704,1834376,INNV,Innovage Holding Corp.
2705,1657573,XMTR,"Xometry, Inc."
2706,1224450,RNP,Cohen & Steers Reit & Preferred & Income Fund Inc
2707,1829864,TASK,"Taskus, Inc."
2708,947559,FBMS,First Bancshares Inc /Ms/
2709,1368514,ADMA,"Adma Biologics, Inc."
2710,1322435,ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund
2711,1728205,PLL,Piedmont Lithium Inc.
2712,1273685,NYMT,New York Mortgage Trust Inc
2713,1631569,CHCT,Community Healthcare Trust Inc
2714,1171486,NRP,Natural Resource Partners Lp
2715,921557,RBCAA,Republic Bancorp Inc /Ky/
2716,27996,DLX,Deluxe Corp
2717,1195739,NRK,Nuveen New York Amt-Free Quality Municipal Income Fund
2718,1425292,UAN,"Cvr Partners, Lp"
2719,1034957,CRESY,Cresud Inc
2720,906013,AWF,Alliancebernstein Global High Income Fund Inc
2721,714395,GABC,"German American Bancorp, Inc."
2722,915840,BZH,Beazer Homes Usa Inc
2723,1278895,CII,"Blackrock Enhanced Capital & Income Fund, Inc."
2724,863436,BHE,Benchmark Electronics Inc
2725,108385,WRLD,World Acceptance Corp
2726,1748824,BSIG,Brightsphere Investment Group Inc.
2727,42682,GRC,Gorman Rupp Co
2728,1743907,SNCY,"Sun Country Airlines Holdings, Inc."
2729,1512920,SII,Sprott Inc.
2730,1840574,VERV,"Verve Therapeutics, Inc."
2731,1517396,SSYS,Stratasys Ltd.
2732,1845840,TSAT,Telesat Corp
2733,890541,BLX,"Foreign Trade Bank Of Latin America, Inc."
2734,1418076,SLRC,Slr Investment Corp.
2735,1341335,FSM,Fortuna Silver Mines Inc
2736,1023459,SLP,"Simulations Plus, Inc."
2737,846901,LBAI,Lakeland Bancorp Inc
2738,1439095,MRC,Mrc Global Inc.
2739,1713930,NEXA,Nexa Resources S.A.
2740,1889109,BLTE,"Belite Bio, Inc"
2741,1293282,TTGT,Techtarget Inc
2742,1838615,ALTI,"Alti Global, Inc."
2743,1756699,TIGR,Up Fintech Holding Ltd
2744,1141103,CCRN,Cross Country Healthcare Inc
2745,105319,WW,"Ww International, Inc."
2746,1069530,SAVA,Cassava Sciences Inc
2747,1851112,RSKD,Riskified Ltd.
2748,1317945,OFLX,"Omega Flex, Inc."
2749,1023512,DRD,Drdgold Ltd
2750,1832511,PIII,P3 Health Partners Inc.
2751,65270,MEI,Methode Electronics Inc
2752,1614178,YEXT,"Yext, Inc."
2753,1379400,AOD,Abrdn Total Dynamic Dividend Fund
2754,1673985,ASIX,Advansix Inc.
2755,1847584,WKME,Walkme Ltd.
2756,1000623,MATV,"Mativ Holdings, Inc."
2757,790816,BDN,Brandywine Realty Trust
2758,1746109,BFC,Bank First Corp
2759,906465,QCRH,Qcr Holdings Inc
2760,1844224,FREY,Freyr Battery
2761,1819133,TNGX,"Tango Therapeutics, Inc."
2762,1398987,HOUS,Anywhere Real Estate Inc.
2763,1080014,INVA,"Innoviva, Inc."
2764,49754,DIN,"Dine Brands Global, Inc."
2765,1936258,NAMS,Newamsterdam Pharma Co N.V.
2766,1626450,BIGC,"Bigcommerce Holdings, Inc."
2767,1171471,CHI,Calamos Convertible Opportunities & Income Fund
2768,1185348,PRAA,Pra Group Inc
2769,1803112,TDCX,Tdcx Inc.
2770,1049782,BRKL,Brookline Bancorp Inc
2771,1830487,PHVS,Pharvaris N.V.
2772,1687221,REVG,"Rev Group, Inc."
2773,1506289,BCX,Blackrock Resources & Commodities Strategy Trust
2774,1591588,AMRK,"A-Mark Precious Metals, Inc."
2775,1642122,AC,"Associated Capital Group, Inc."
2776,1868995,CINT,Ci&T Inc
2777,1387467,AOSL,Alpha & Omega Semiconductor Ltd
2778,1833835,PSFE,Paysafe Ltd
2779,890196,MQY,"Blackrock Muniyield Quality Fund, Inc."
2780,310522,FNMA,Federal National Mortgage Association Fannie Mae
2781,1828811,LICY,Li-Cycle Holdings Corp.
2782,80035,PLPC,Preformed Line Products Co
2783,1811764,PNT,Point Biopharma Global Inc.
2784,846617,DCOM,"Dime Community Bancshares, Inc. /Ny/"
2785,1232860,MUI,"Blackrock Municipal Income Fund, Inc."
2786,1794350,YALA,Yalla Group Ltd
2787,1425450,KIDS,Orthopediatrics Corp
2788,1267565,COLL,"Collegium Pharmaceutical, Inc"
2789,1734713,BV,"Brightview Holdings, Inc."
2790,844965,TTI,Tetra Technologies Inc
2791,1836833,PL,Planet Labs Pbc
2792,1754170,ASLE,Aersale Corp
2793,701288,ATRI,Atrion Corp
2794,1945711,LVRO,Lavoro Ltd
2795,1590877,RGNX,Regenxbio Inc.
2796,731012,HCSG,Healthcare Services Group Inc
2797,1768224,ARCT,Arcturus Therapeutics Holdings Inc.
2798,215466,CDE,"Coeur Mining, Inc."
2799,805267,HQH,Tekla Healthcare Investors
2800,1928446,GRNT,"Granite Ridge Resources, Inc."
2801,1000177,NAT,Nordic American Tankers Ltd
2802,1848739,GDEV,Gdev Inc.
2803,1065059,LEU,Centrus Energy Corp
2804,1278027,BGS,"B&G Foods, Inc."
2805,1525221,VTOL,Bristow Group Inc.
2806,1072379,NWBO,Northwest Biotherapeutics Inc
2807,1042776,PDM,"Piedmont Office Realty Trust, Inc."
2808,896156,ETD,Ethan Allen Interiors Inc
2809,1514705,SXC,"Suncoke Energy, Inc."
2810,1840616,NFGC,New Found Gold Corp.
2811,912603,RDUS,"Schnitzer Steel Industries, Inc."
2812,1807846,ML,Moneylion Inc.
2813,1846069,KIND,"Nextdoor Holdings, Inc."
2814,1604665,WLKP,Westlake Chemical Partners Lp
2815,60714,LXU,"Lsb Industries, Inc."
2816,1778129,TSNDF,Terrascend Corp.
2817,1517228,COMM,"Commscope Holding Company, Inc."
2818,1831828,VERA,"Vera Therapeutics, Inc."
2819,1315257,KOP,Koppers Holdings Inc.
2820,755001,UTL,Unitil Corp
2821,1000694,NVAX,Novavax Inc
2822,1720592,RPAY,Repay Holdings Corp
2823,1301787,BXC,Bluelinx Holdings Inc.
2824,1832928,CRLBF,Cresco Labs Inc.
2825,1326110,IBRX,"Immunitybio, Inc."
2826,1829432,AAC,Ares Acquisition Corp
2827,1756908,NRGX,Pimco Energy & Tactical Credit Opportunities Fund
2828,899751,TWI,Titan International Inc
2829,1053706,CRAI,"Cra International, Inc."
2830,1687926,ZUUS,"Zeuus, Inc."
2831,1332349,BKD,Brookdale Senior Living Inc.
2832,1681622,VREX,Varex Imaging Corp
2833,1604522,THQ,Tekla Healthcare Opportunities Fund
2834,1819142,SES,Ses Ai Corp
2835,1761612,BCYC,Bicycle Therapeutics Plc
2836,1796898,MAXN,"Maxeon Solar Technologies, Ltd."
2837,1173514,HY,"Hyster-Yale Materials Handling, Inc."
2838,1444380,NVRO,Nevro Corp
2839,1544206,CGBD,"Carlyle Secured Lending, Inc."
2840,1538849,CAPL,Crossamerica Partners Lp
2841,1728688,IIIV,"I3 Verticals, Inc."
2842,1731289,NKLA,Nikola Corp
2843,1094366,RDWR,Radware Ltd
2844,1971213,SBGI,"Sinclair, Inc."
2845,1758766,STEM,"Stem, Inc."
2846,1782999,PRTC,Puretech Health Plc
2847,93389,SMP,"Standard Motor Products, Inc."
2848,1840199,WALD,Waldencast Plc
2849,1904856,EFXT,Enerflex Ltd.
2850,1783183,PHAT,"Phathom Pharmaceuticals, Inc."
2851,918965,SCSC,"Scansource, Inc."
2852,877422,SPTN,Spartannash Co
2853,1944057,CLCO,Cool Co Ltd.
2854,1124524,CYRX,"Cryoport, Inc."
2855,1590750,VRDN,"Viridian Therapeutics, Inc.De"
2856,1422143,KURA,"Kura Oncology, Inc."
2857,1484769,FUBO,Fubotv Inc. /Fl
2858,1819394,MTTR,"Matterport, Inc./De"
2859,1860805,ASTL,Algoma Steel Group Inc.
2860,43196,GTN,Gray Television Inc
2861,1085913,FMCB,Farmers & Merchants Bancorp
2862,1409970,LC,Lendingclub Corp
2863,1370755,TCPC,Blackrock Tcp Capital Corp.
2864,712771,CNOB,"Connectone Bancorp, Inc."
2865,1059262,SP,Sp Plus Corp
2866,1490906,CFFN,"Capitol Federal Financial, Inc."
2867,1169770,BANC,"Banc Of California, Inc."
2868,61398,TELL,Tellurian Inc. /De/
2869,1901279,NYAX,Nayax Ltd.
2870,1706946,SPCE,"Virgin Galactic Holdings, Inc"
2871,1828102,KARO,Karooooo Ltd.
2872,1775734,BENF,Beneficient
2873,1650664,EDIT,"Editas Medicine, Inc."
2874,1747079,BALY,Bally'S Corp
2875,1819404,NRDY,Nerdy Inc.
2876,1874474,ALLG,Allego N.V.
2877,1005817,TMP,Tompkins Financial Corp
2878,1836056,AMAM,Ambrx Biopharma Inc.
2879,1886190,GGR,Gogoro Inc.
2880,1819559,WDI,Western Asset Diversified Income Fund
2881,1606757,KE,"Kimball Electronics, Inc."
2882,1438231,DMRC,Digimarc Corp
2883,1769484,BIOX,Bioceres Crop Solutions Corp.
2884,826675,DX,Dynex Capital Inc
2885,1868912,ENFN,"Enfusion, Inc."
2886,317788,APPS,"Digital Turbine, Inc."
2887,1671858,SPRY,"Ars Pharmaceuticals, Inc."
2888,883412,MYI,"Blackrock Muniyield Quality Fund Iii, Inc."
2889,1443669,PRLB,Proto Labs Inc
2890,1362705,SNMP,Evolve Transition Infrastructure Lp
2891,1287213,PLOW,"Douglas Dynamics, Inc"
2892,1788399,DLY,Doubleline Yield Opportunities Fund
2893,1386278,GDOT,Green Dot Corp
2894,1057060,HZO,Marinemax Inc
2895,1227476,JQC,Nuveen Credit Strategies Income Fund
2896,1050441,EGBN,Eagle Bancorp Inc
2897,1873331,PGRU,Propertyguru Group Ltd
2898,1819989,CIFR,Cipher Mining Inc.
2899,1944558,VTS,"Vitesse Energy, Inc."
2900,1219360,PHK,Pimco High Income Fund
2901,1415921,NMM,Navios Maritime Partners L.P.
2902,744187,REX,Rex American Resources Corp
2903,910638,DDD,3D Systems Corp
2904,1859285,HRT,Hireright Holdings Corp
2905,1397702,SILK,Silk Road Medical Inc
2906,1659520,SILV,Silvercrest Metals Inc.
2907,1268884,IGR,Cbre Global Real Estate Income Fund
2908,1655099,RA,Brookfield Real Assets Income Fund Inc.
2909,1894630,GHIX,"Gores Holdings Ix, Inc."
2910,910612,CBL,Cbl & Associates Properties Inc
2911,1319947,DBI,Designer Brands Inc.
2912,1760689,MVST,"Microvast Holdings, Inc."
2913,1260041,HTD,John Hancock Tax-Advantaged Dividend Income Fund
2914,1334978,CCO,"Clear Channel Outdoor Holdings, Inc."
